Order_ID,Order_Date,Customer_ID,Country,Region,City,Category,Product,Gender,Size,Sales_Channel,Customer_Segment,Payment_Method,Campaign,Quantity,Unit_Price_USD,Discount_Rate,Revenue_USD,Cost_USD,Profit_USD,Customer_Rating,Returned,Order_Status,Customer_Age,Shipping_Days,Inventory_Available,Marketing_Spend_USD,Customer_Lifetime_Value_USD
ORD-101167,1970-01-01 05:00:45.185,CUST-10615,Australia,Oceania,Sydney,Outdoor,Terrex,Female,36,Retail Store,Consumer,Debit Card,New Year Sale,2.0,94.01,20.0,150.42,75.85,74.57,5,No,Completed,46,3,825,24993.1,2715.32
ORD-101168,1970-01-01 05:00:45.188,CUST-10766,Usa,North America,Houston,Training,Everyday,Unisex,45,Retail Store,Business,Cash on Delivery,No Campaign,1.0,110.86,30.0,77.6,52.07,25.53,4,No,Cancelled,33,4,593,75546.28,3800.88
ORD-101169,1970-01-01 05:00:45.019,CUST-10445,Germany,Europe,Berlin,Basketball,D.O.N. Issue,Unisex,42,Mobile App,Premium Consumer,Digital Wallet,Sports Event,1.0,146.01,10.0,131.41,73.32,58.09,3,No,Completed,27,2,43,64125.47,3671.88
ORD-101170,1970-01-01 05:00:45.202,CUST-10026,Usa,North America,Los Angeles,Basketball,Own The Game,Unisex,45,Online Store,Consumer,Credit Card,New Year Sale,2.0,134.74,30.0,188.64,129.4,59.24,5,No,Completed,56,5,161,21059.79,3175.32
ORD-101171,1970-01-01 05:00:45.703,CUST-10541,Germany,Europe,Munich,Outdoor,Five Ten,Female,40,Wholesale,Business,Bank Transfer,Black Friday,1.0,87.4,10.0,78.66,38.61,40.05,4,No,Completed,30,3,732,79549.57,377.76
ORD-101172,1970-01-01 05:00:45.937,CUST-10783,India,South Asia,Bangalore,Football,Copa,Male,45,Wholesale,Business,Bank Transfer,Eid Campaign,1.0,71.28,0.0,71.28,48.59,22.69,2,No,Completed,33,3,660,88279.43,4524.75
ORD-101173,1970-01-01 05:00:45.579,CUST-10851,Uk,Europe,London,Basketball,Own The Game,Male,36,Retail Store,Premium Consumer,Bank Transfer,Black Friday,1.0,116.44,20.0,93.15,47.86,45.29,4,No,Cancelled,19,4,635,6395.1,188.29
ORD-101174,1970-01-01 05:00:45.510,CUST-10103,Germany,Europe,Berlin,Running,Solarboost,Male,44,Marketplace,Premium Consumer,Digital Wallet,Summer Sale,1.0,219.07,0.0,-1000.0,103.62,115.45,4,No,Completed,61,2,509,77355.85,4036.01
ORD-101175,1970-01-01 05:00:45.144,CUST-10437,Uae,Middle East,Dubai,Basketball,Dame,Unisex,44,Retail Store,Consumer,Debit Card,New Year Sale,1.0,167.79,0.0,167.79,108.78,59.01,4,Yes,Returned,51,3,512,85353.79,2448.8
ORD-101176,1970-01-01 05:00:45.326,CUST-10753,Uae,Middle East,Dubai,Running,Ultraboost,Female,38,Marketplace,Consumer,Cash on Delivery,No Campaign,2.0,121.49,0.0,242.98,112.02,130.96,1,No,Completed,25,5,694,99155.04,4108.17
ORD-101177,1970-01-01 05:00:45.993,CUST-10056,Usa,North America,Los Angeles,Outdoor,Five Ten,Female,44,Online Store,Business,Credit Card,Eid Campaign,1.0,217.66,10.0,195.89,88.91,106.98,2,No,Pending,36,3,207,24141.35,2378.84
ORD-101178,1970-01-01 05:00:45.104,CUST-10112,Usa,North America,Los Angeles,Training,Everyday,Female,38,Marketplace,Consumer,Debit Card,Sports Event,1.0,65.46,20.0,52.37,28.39,23.98,3,No,Completed,55,3,944,37414.82,3270.0
ORD-101179,1970-01-01 05:00:45.965,CUST-10398,India,South Asia,Bangalore,Basketball,Harden,Female,44,Wholesale,Business,Credit Card,Sports Event,1.0,94.81,0.0,94.81,65.36,29.45,5,No,Completed,52,4,96,96636.01,1880.0
ORD-101180,1970-01-01 05:00:45.132,CUST-10167,Germany,Europe,Hamburg,Running,Duramo,Unisex,42,Retail Store,Business,Credit Card,Sports Event,3.0,198.13,0.0,594.39,341.73,252.66,5,No,Completed,63,4,20,9854.55,3744.03
ORD-101181,1970-01-01 05:00:45.697,CUST-10064,Pakistan,South Asia,Karachi,Football,X Crazyfast,Unisex,42,Marketplace,Premium Consumer,Debit Card,Eid Campaign,1.0,146.99,20.0,117.59,81.9,35.69,4,No,Completed,29,3,354,52608.93,1345.46
ORD-101182,1970-01-01 05:00:45.505,CUST-10470,Uae,Middle East,Dubai,Outdoor,Five Ten,Male,38,Wholesale,Business,Debit Card,No Campaign,1.0,164.11,0.0,164.11,114.42,49.69,4,No,Completed,44,5,950,50921.09,3624.84
ORD-101183,1970-01-01 05:00:45.354,CUST-10808,Usa,North America,Los Angeles,Running,Duramo,Male,43,Marketplace,Business,Digital Wallet,Sports Event,1.0,180.16,4.3,180.16,99.87,80.29,2,No,Completed,23,4,504,60851.5,1047.57
ORD-101184,1970-01-01 05:00:45.918,CUST-10168,Saudi Arabia,Middle East,Dammam,Outdoor,Agravic,Unisex,40,Marketplace,Consumer,Cash on Delivery,Sports Event,1.0,92.88,0.0,92.88,55.25,37.63,2,No,Completed,19,5,922,33413.87,3638.62
ORD-101185,1970-01-01 05:00:45.658,CUST-10433,Australia,Oceania,Brisbane,Training,Rapidmove,Female,44,Online Store,Consumer,Credit Card,Black Friday,1.0,112.24,0.0,112.24,47.93,64.31,2,No,Completed,48,3,403,92628.85,1538.99
ORD-101186,1970-01-01 05:00:45.433,CUST-10056,Usa,North America,Houston,Training,Everyday,Male,40,Mobile App,Premium Consumer,Credit Card,Black Friday,1.0,112.32,50.0,56.16,64.27,-8.11,4,No,Completed,45,4,222,27371.1,1465.3
ORD-101187,1970-01-01 05:00:45.917,CUST-10804,Usa,North America,Houston,Outdoor,Ridgewalker,Unisex,43,Retail Store,Consumer,Cash on Delivery,Black Friday,2.0,228.96,20.0,366.34,199.07,167.27,4,No,Pending,30,7,399,65144.7,4076.32
ORD-101188,1970-01-01 05:00:45.588,CUST-10728,Saudi Arabia,Middle East,Jeddah,Training,Dropset,Unisex,42,Mobile App,Premium Consumer,Digital Wallet,Eid Campaign,2.0,84.54,15.0,143.72,78.7,65.02,4,No,Completed,35,3,461,49844.74,4087.09
ORD-101189,1970-01-01 05:00:45.476,CUST-10823,Usa,North America,Houston,Basketball,D.O.N. Issue,Unisex,42,Marketplace,Business,Credit Card,Black Friday,1.0,64.48,0.0,64.48,26.66,37.82,3,No,Completed,62,14,559,27034.01,3487.87
ORD-101190,1970-01-01 05:00:45.268,CUST-10445,Australia,Oceania,Brisbane,Training,Powerlift,Male,38,Wholesale,Business,Cash on Delivery,Summer Sale,1.0,136.1,15.0,115.68,74.57,41.11,5,No,Completed,34,3,31,19290.95,4627.15
ORD-101191,1970-01-01 05:00:45.703,CUST-10524,Pakistan,South Asia,Lahore,Outdoor,Terrex,Male,42,Marketplace,Business,Credit Card,Sports Event,1.0,80.57,0.0,80.57,47.45,33.12,3,No,Completed,35,1,488,95677.93,865.35
ORD-101192,1970-01-01 05:00:45.668,CUST-10744,Pakistan,South Asia,Rawalpindi,Lifestyle,Gazelle,Male,40,Wholesale,Premium Consumer,Debit Card,Black Friday,1.0,108.35,5.0,102.93,61.38,41.55,5,No,Completed,38,3,287,56348.5,1419.67
ORD-101193,1970-01-01 05:00:45.773,CUST-10584,Uae,Middle East,Dubai,Basketball,Dame,Unisex,42,Online Store,Consumer,Credit Card,New Year Sale,1.0,63.42,0.0,63.42,37.32,26.1,4,Yes,Returned,64,3,436,60617.0,1540.67
ORD-101194,1970-01-01 05:00:45.920,CUST-10446,India,South Asia,Delhi,Lifestyle,Superstar,Male,44,Marketplace,Consumer,Debit Card,Sports Event,1.0,133.36,15.0,113.36,70.49,42.87,2,No,Completed,60,3,379,78398.1,1595.9
ORD-101195,1970-01-01 05:00:45.180,CUST-10561,Saudi Arabia,Middle East,Jeddah,Running,Solarboost,Unisex,43,Retail Store,Business,Cash on Delivery,No Campaign,1.0,141.9,30.0,99.33,73.84,25.49,4,No,Completed,48,2,436,8582.05,1707.36
ORD-101196,1970-01-01 05:00:44.968,CUST-10655,India,South Asia,Delhi,Running,Duramo,Unisex,45,Wholesale,Consumer,Credit Card,Sports Event,2.0,122.3,0.0,244.6,163.34,81.26,4,No,Completed,53,2,129,71519.54,3515.34
ORD-101197,1970-01-01 05:00:45.589,CUST-10339,Usa,North America,Houston,Football,Copa,Unisex,36,Marketplace,Premium Consumer,Digital Wallet,Summer Sale,1.0,175.16,20.0,140.13,108.99,31.14,4,No,Completed,39,2,440,16931.44,1426.71
ORD-101198,1970-01-01 05:00:45.698,CUST-10355,India,South Asia,Mumbai,Basketball,Own The Game,Female,38,Retail Store,Premium Consumer,Bank Transfer,Black Friday,2.0,149.36,0.0,298.72,188.11,110.61,5,No,Completed,24,1,492,74177.87,1501.02
ORD-101199,1970-01-01 05:00:45.710,CUST-10775,Australia,Oceania,Sydney,Basketball,Harden,Female,43,Marketplace,Business,Credit Card,Eid Campaign,1.0,141.92,10.0,127.73,68.15,59.58,4,No,Pending,19,3,789,40032.075969633246,2895.03
ORD-101200,1970-01-01 05:00:45.740,CUST-10573,Saudi Arabia,Middle East,Riyadh,Lifestyle,Samba,Female,42,Mobile App,Business,Credit Card,Sports Event,1.0,90.26,0.0,90.26,39.63,50.63,4,No,Completed,60,7,996,83333.12,1047.46
ORD-101201,1970-01-01 05:00:45.098,CUST-10017,Uk,Europe,London,Basketball,Harden,Unisex,40,Retail Store,Premium Consumer,Bank Transfer,Summer Sale,1.0,158.53,0.0,158.53,94.27,64.26,4,No,Completed,50,7,244,68261.12,1887.95
ORD-101202,1970-01-01 05:00:45.896,CUST-10236,India,South Asia,Kolkata,Football,F50,Unisex,42,Online Store,Premium Consumer,Cash on Delivery,Eid Campaign,1.0,58.91,5.0,55.96,29.18,26.78,4,No,Completed,21,5,51,38896.08,383.91
ORD-101203,1970-01-01 05:00:45.235,CUST-10407,Uk,Europe,London,Outdoor,Agravic,Female,43,Online Store,Premium Consumer,Debit Card,New Year Sale,1.0,164.23,30.0,114.96,112.56,2.4,4,No,Completed,58,1,720,36204.03,4767.48
ORD-101204,1970-01-01 05:00:45.568,CUST-10535,Australia,Oceania,Brisbane,Lifestyle,Superstar,Male,42,Mobile App,Business,Digital Wallet,New Year Sale,1.0,69.45,0.0,69.45,47.87,21.58,3,No,Completed,30,1,863,70513.67799878411,1654.81
ORD-101205,1970-01-01 05:00:45.085,CUST-10525,India,South Asia,Mumbai,Running,Duramo,Male,36,Retail Store,Business,Credit Card,Summer Sale,1.0,144.19,0.0,144.19,94.58,49.61,5,No,Completed,23,1,229,90453.31,4265.21
ORD-101206,1970-01-01 05:00:45.006,CUST-10634,Saudi Arabia,Middle East,Jeddah,Training,Dropset,Female,40,Wholesale,Premium Consumer,Debit Card,Sports Event,1.0,139.84,0.0,139.84,65.93,73.91,2,No,Completed,46,3,464,12293.66,2696.73
ORD-101207,1970-01-01 05:00:45.534,CUST-10606,Usa,North America,New York,Training,Dropset,Female,44,Marketplace,Business,Cash on Delivery,New Year Sale,1.0,57.98,10.0,52.18,32.21,19.97,5,No,Completed,47,14,185,47471.7,1218.24
ORD-101208,1970-01-01 05:00:45.216,CUST-10049,Germany,Europe,Munich,Lifestyle,Gazelle,Male,38,Wholesale,Business,Cash on Delivery,No Campaign,1.0,118.84,0.0,118.84,49.65,69.19,4,No,Completed,21,6,161,24033.59,1047.8
ORD-101209,1970-01-01 05:00:45.358,CUST-10690,Uk,Europe,Manchester,Training,Rapidmove,Unisex,40,Retail Store,Business,Digital Wallet,No Campaign,1.0,76.14,0.0,76.14,45.54,30.6,4,Yes,Returned,53,2,198,99634.59,3505.31
ORD-101210,1970-01-01 05:00:45.234,CUST-10476,Germany,Europe,Munich,Training,Powerlift,Male,36,Marketplace,Business,Debit Card,Summer Sale,1.0,148.13,0.0,148.13,72.92,75.21,4,No,Completed,18,3,988,58791.48,4827.86
ORD-101211,1970-01-01 05:00:45.604,CUST-10693,India,South Asia,Delhi,Lifestyle,Superstar,Male,44,Wholesale,Consumer,Credit Card,Black Friday,3.0,125.68,0.0,377.04,184.81,192.23,3,No,Completed,30,5,400,15383.66,997.04
ORD-101212,1970-01-01 05:00:45.321,CUST-10729,Saudi Arabia,Middle East,Jeddah,Basketball,D.O.N. Issue,Female,43,Wholesale,Business,Cash on Delivery,Black Friday,2.0,100.16,15.0,170.27,111.18,59.09,4,Yes,Returned,62,5,471,66922.62,665.56
ORD-101213,1970-01-01 05:00:45.085,CUST-10527,Usa,North America,Los Angeles,Basketball,Harden,Male,42,Marketplace,Consumer,Cash on Delivery,New Year Sale,2.0,140.11,5.0,266.21,176.55,89.66,5,Yes,Returned,23,2,455,99165.1,1996.79
ORD-101214,1970-01-01 05:00:45.603,CUST-10382,India,South Asia,Kolkata,Football,F50,Unisex,44,Wholesale,Business,Digital Wallet,Summer Sale,1.0,161.23,15.0,137.05,109.39,27.66,5,No,Completed,39,2,790,60701.81,2029.67
ORD-101215,1970-01-01 05:00:45.370,CUST-10740,Uae,Middle East,Dubai,Running,Adizero,Unisex,40,Retail Store,Consumer,Digital Wallet,No Campaign,3.0,117.95,10.0,318.47,247.73,70.74,1,No,Completed,24,4,544,46009.22,4050.64
ORD-101216,1970-01-01 05:00:45.207,CUST-10045,Germany,Europe,Hamburg,Running,Ultraboost,Female,43,Mobile App,Premium Consumer,Cash on Delivery,New Year Sale,2.0,70.66,10.0,127.19,59.29,67.9,4,No,Completed,42,2,412,29680.38,2397.56
ORD-101217,1970-01-01 05:00:45.699,CUST-10728,India,South Asia,Chennai,Football,F50,Unisex,44,Marketplace,Premium Consumer,Bank Transfer,Black Friday,1.0,77.03,23.1,53.92,42.88,11.04,5,No,Completed,20,5,530,38957.16190323199,406.06
ORD-101218,1970-01-01 05:00:45.267,CUST-10785,India,South Asia,Bangalore,Lifestyle,Gazelle,Unisex,40,Mobile App,Business,Digital Wallet,Eid Campaign,1.0,100.58,20.0,80.46,53.68,26.78,5,No,Completed,23,2,120,56359.94590114589,4611.27
ORD-101219,1970-01-01 05:00:45.818,CUST-10441,Uk,Europe,Birmingham,Outdoor,Terrex,Female,38,Online Store,Premium Consumer,Digital Wallet,No Campaign,1.0,86.33,5.0,82.01,53.74,28.27,4,No,Pending,55,2,68,55585.27,1928.62
ORD-101220,1970-01-01 05:00:45.364,CUST-10433,Germany,Europe,Hamburg,Outdoor,Five Ten,Unisex,42,Mobile App,Premium Consumer,Debit Card,No Campaign,1.0,247.89,5.0,235.5,164.24,71.26,4,No,Pending,58,2,292,75501.68,3375.81
ORD-101221,1970-01-01 05:00:45.666,CUST-10805,Pakistan,South Asia,Rawalpindi,Football,F50,Male,36,Wholesale,Premium Consumer,Cash on Delivery,No Campaign,1.0,76.43,30.0,500000.0,51.99,1.51,5,No,Completed,42,1,726,36823.45289219065,3370.69
ORD-101222,1970-01-01 05:00:45.486,CUST-10553,Germany,Europe,Berlin,Basketball,D.O.N. Issue,Unisex,44,Mobile App,Premium Consumer,Credit Card,Sports Event,2.0,89.75,20.0,143.6,104.65,38.95,5,No,Cancelled,64,4,634,79474.37,376.08
ORD-101223,1970-01-01 05:00:44.989,CUST-10423,Uk,Europe,Birmingham,Basketball,D.O.N. Issue,Female,44,Mobile App,Consumer,Digital Wallet,Sports Event,1.0,165.56,10.0,149.0,111.4,37.6,5,Yes,Returned,18,2,409,12983.79,117.66
ORD-101224,1970-01-01 05:00:44.986,CUST-10876,India,South Asia,Kolkata,Running,Solarboost,Unisex,40,Retail Store,Consumer,Credit Card,Eid Campaign,2.0,119.25,0.0,238.5,121.19,117.31,5,No,Cancelled,34,2,279,77459.26,531.38
ORD-101225,1970-01-01 05:00:45.054,CUST-10662,India,South Asia,Mumbai,Running,Duramo,Male,45,Marketplace,Consumer,Bank Transfer,Sports Event,1.0,105.11,10.0,94.6,71.94,22.66,4,No,Completed,41,5,565,58369.65,4787.0
ORD-101226,1970-01-01 05:00:45.273,CUST-10351,Pakistan,South Asia,Rawalpindi,Basketball,Dame,Unisex,42,Wholesale,Consumer,Digital Wallet,Eid Campaign,3.0,142.3,30.0,298.83,226.96,71.87,4,No,Completed,55,1,532,47176.2,3990.57
ORD-101227,1970-01-01 05:00:45.954,CUST-10598,Pakistan,South Asia,Karachi,Running,Adizero,Unisex,44,Online Store,Consumer,Digital Wallet,No Campaign,2.0,216.71,30.0,303.39,271.24,32.15,3,No,Completed,59,2,608,57490.03,746.86
ORD-101228,1970-01-01 05:00:45.962,CUST-10276,Uk,Europe,Manchester,Lifestyle,Gazelle,Male,36,Marketplace,Premium Consumer,Bank Transfer,Black Friday,1.0,96.34,10.0,86.71,68.99,17.72,4,No,Completed,25,2,857,1303.5,3112.86
ORD-101229,1970-01-01 05:00:45.103,CUST-10200,India,South Asia,Kolkata,Basketball,Own The Game,Female,38,Online Store,Consumer,Debit Card,Sports Event,2.0,93.86,0.0,187.72,126.52,61.2,5,No,Completed,54,1,649,7239.16,3098.67
ORD-101230,1970-01-01 05:00:44.968,CUST-10330,India,South Asia,Mumbai,Football,Copa,Male,42,Marketplace,Premium Consumer,Credit Card,Sports Event,1.0,99.68,50.0,49.84,61.46,-11.62,5,No,Completed,18,4,553,25859.317607138935,102.74
ORD-101231,1970-01-01 05:00:45.198,CUST-10123,Saudi Arabia,Middle East,Jeddah,Basketball,Harden,Male,43,Marketplace,Consumer,Cash on Delivery,Summer Sale,1.0,92.24,15.0,78.4,44.67,33.73,3,No,Completed,55,3,924,17775.12,2202.41
ORD-101232,1970-01-01 05:00:45.312,CUST-10341,Germany,Europe,Munich,Training,Powerlift,Male,40,Marketplace,Premium Consumer,Digital Wallet,Black Friday,1.0,54.42,17.36,43.54,36.74,6.8,4,No,Completed,30,4,952,41232.70161677562,3587.7
ORD-101233,1970-01-01 05:00:45.671,CUST-10291,India,South Asia,Bangalore,Training,Everyday,Unisex,45,Mobile App,Business,Debit Card,No Campaign,2.0,130.49,15.0,221.83,127.8,94.03,5,No,Completed,43,3,757,35744.25,1015.28
ORD-101234,1970-01-01 05:00:45.815,CUST-10186,Usa,North America,Chicago,Football,X Crazyfast,Unisex,44,Retail Store,Premium Consumer,Bank Transfer,New Year Sale,2.0,161.44,5.0,306.74,146.7,160.04,5,No,Completed,39,4,418,90787.5,4269.43
ORD-101235,1970-01-01 05:00:45.455,CUST-10111,Uk,Europe,London,Running,Adizero,Female,38,Online Store,Consumer,Bank Transfer,Sports Event,1.0,179.87,15.0,152.89,90.05,62.84,5,No,Completed,56,14,27,94993.5,3335.49
ORD-101236,1970-01-01 05:00:45.883,CUST-10202,Uae,Middle East,Sharjah,Training,Powerlift,Female,42,Wholesale,Premium Consumer,Bank Transfer,No Campaign,1.0,136.34,10.0,122.71,95.21,27.5,4,No,Completed,28,2,395,97988.52,133.93
ORD-101237,1970-01-01 05:00:45.661,CUST-10200,Germany,Europe,Berlin,Outdoor,Terrex,Male,43,Mobile App,Premium Consumer,Cash on Delivery,Sports Event,1.0,110.74,15.0,94.13,79.48,14.65,4,Yes,Returned,23,2,569,89944.33,4289.08
ORD-101238,1970-01-01 05:00:45.554,CUST-10787,India,South Asia,Mumbai,Football,Copa,Female,45,Retail Store,Consumer,Digital Wallet,New Year Sale,1.0,155.7,30.0,108.99,87.32,21.67,5,No,Completed,56,5,638,98596.14,195.06
ORD-101239,1970-01-01 05:00:45.744,CUST-10468,Australia,Oceania,Melbourne,Lifestyle,Superstar,Male,38,Marketplace,Business,Cash on Delivery,Eid Campaign,1.0,90.54,15.0,76.96,62.71,14.25,2,No,Completed,41,10,427,70761.64,4450.85
ORD-101240,1970-01-01 05:00:45.406,CUST-10109,Usa,North America,New York,Basketball,D.O.N. Issue,Female,43,Marketplace,Business,Digital Wallet,New Year Sale,99.0,131.34,15.0,111.64,90.61,21.03,3,No,Completed,38,4,774,96073.96,1735.22
ORD-101241,1970-01-01 05:00:45.542,CUST-10320,Pakistan,South Asia,Rawalpindi,Football,X Crazyfast,Unisex,45,Retail Store,Business,Debit Card,Summer Sale,2.0,132.8,5.0,252.32,135.98,116.34,4,No,Completed,32,2,143,64358.35,3523.39
ORD-101242,1970-01-01 05:00:45.560,CUST-10331,Germany,Europe,Berlin,Running,Ultraboost,Female,44,Mobile App,Consumer,Digital Wallet,No Campaign,2.0,182.05,0.0,364.1,154.97,209.13,5,Yes,Returned,41,1,979,81016.81,3958.41
ORD-101243,1970-01-01 05:00:45.544,CUST-10202,Uae,Middle East,Abu Dhabi,Football,X Crazyfast,Male,40,Retail Store,Consumer,Digital Wallet,No Campaign,1.0,102.88,4.07,102.88,52.96,49.92,5,No,Completed,51,3,92,13625.04,1478.22
ORD-101244,1970-01-01 05:00:44.937,CUST-10209,Saudi Arabia,Middle East,Jeddah,Football,Copa,Male,42,Online Store,Premium Consumer,Bank Transfer,No Campaign,1.0,50.45,5.0,47.93,20.59,27.34,5,No,Completed,43,7,34,68418.66,1846.54
ORD-101245,1970-01-01 05:00:45.894,CUST-10288,Usa,North America,Houston,Outdoor,Ridgewalker,Female,42,Online Store,Premium Consumer,Debit Card,Black Friday,1.0,194.29,5.0,184.58,78.81,105.77,4,No,Completed,46,4,603,93144.78,2596.75
ORD-101246,1970-01-01 05:00:45.506,CUST-10743,Uae,Middle East,Sharjah,Training,Everyday,Unisex,43,Wholesale,Premium Consumer,Bank Transfer,No Campaign,1.0,45.01,20.0,36.01,24.2,11.81,4,No,Cancelled,30,4,774,54234.8,2955.19
ORD-101247,1970-01-01 05:00:45.381,CUST-10398,Germany,Europe,Hamburg,Training,Dropset,Male,42,Marketplace,Premium Consumer,Cash on Delivery,New Year Sale,1.0,111.72,10.0,100.55,59.08,41.47,5,No,Completed,48,4,469,19088.56,1531.01
ORD-101248,1970-01-01 05:00:45.085,CUST-10684,Pakistan,South Asia,Karachi,Lifestyle,Superstar,Male,44,Retail Store,Consumer,Debit Card,Black Friday,2.0,77.11,10.0,138.8,103.43,35.37,4,No,Completed,45,3,525,52925.41,4962.74
ORD-101249,1970-01-01 05:00:45.713,CUST-10398,Usa,North America,Los Angeles,Running,Solarboost,Female,40,Marketplace,Premium Consumer,Digital Wallet,Sports Event,1.0,150.09,0.0,150.09,84.05,66.04,5,No,Completed,23,2,314,70840.63,3711.32
ORD-101250,1970-01-01 05:00:45.790,CUST-10562,Australia,Oceania,Sydney,Running,Solarboost,Male,43,Wholesale,Consumer,Digital Wallet,No Campaign,1.0,121.92,0.0,121.92,84.68,37.24,5,No,Completed,54,10,483,77093.96,1443.34
ORD-101251,1970-01-01 05:00:45.755,CUST-10087,Germany,Europe,Munich,Outdoor,Terrex,Male,42,Retail Store,Business,Bank Transfer,Eid Campaign,2.0,108.78,15.0,184.93,103.56,81.37,4,No,Completed,23,5,829,52608.35,3238.12
ORD-101252,1970-01-01 05:00:45.749,CUST-10369,Australia,Oceania,Melbourne,Running,Duramo,Male,44,Mobile App,Premium Consumer,Credit Card,New Year Sale,2.0,96.88,20.0,155.01,79.94,75.07,4,No,Completed,31,4,713,22128.12,2233.32
ORD-101253,1970-01-01 05:00:45.896,CUST-10294,Australia,Oceania,Brisbane,Lifestyle,Campus,Male,45,Marketplace,Consumer,Debit Card,Eid Campaign,1.0,93.46,0.0,93.46,50.32,43.14,4,No,Completed,33,3,375,92705.53,4315.61
ORD-101254,1970-01-01 05:00:45.234,CUST-10785,Usa,North America,New York,Outdoor,Terrex,Female,44,Retail Store,Business,Bank Transfer,Sports Event,1.0,180.66,5.0,171.63,84.69,86.94,3,No,Completed,64,3,833,77474.93,1711.86
ORD-101255,1970-01-01 05:00:45.878,CUST-10437,Australia,Oceania,Melbourne,Training,Dropset,Male,38,Mobile App,Premium Consumer,Cash on Delivery,No Campaign,1.0,141.71,8.51,141.71,92.38,49.33,5,No,Completed,61,1,789,27433.5,1020.48
ORD-101256,1970-01-01 05:00:45.618,CUST-10846,Germany,Europe,Hamburg,Basketball,Own The Game,Female,36,Wholesale,Premium Consumer,Debit Card,Black Friday,1.0,166.09,20.0,132.87,97.15,35.72,1,No,Completed,39,2,655,81275.39,326.07
ORD-101257,1970-01-01 05:00:45.841,CUST-10730,Germany,Europe,Munich,Training,Dropset,Female,36,Wholesale,Consumer,Cash on Delivery,Sports Event,1.0,148.39,20.0,118.71,84.4,34.31,4,No,Completed,59,3,866,33414.77730818735,4923.12
ORD-101258,1970-01-01 05:00:45.436,CUST-10557,Pakistan,South Asia,Karachi,Lifestyle,Superstar,Male,45,Online Store,Consumer,Debit Card,Sports Event,3.0,139.71,0.0,419.13,270.01,149.12,4,No,Cancelled,41,3,487,46161.90369392339,1860.19
ORD-101259,1970-01-01 05:00:45.634,CUST-10634,Australia,Oceania,Melbourne,Training,Everyday,Unisex,38,Wholesale,Business,Digital Wallet,No Campaign,2.0,120.59,0.0,241.18,108.42,132.76,4,No,Completed,39,2,495,86376.12,1180.54
ORD-101260,1970-01-01 05:00:45.005,CUST-10154,India,South Asia,Mumbai,Basketball,Dame,Unisex,38,Mobile App,Business,Credit Card,Black Friday,2.0,132.63,20.0,212.21,159.19,53.02,5,No,Pending,58,2,970,87386.9,2509.67
ORD-101261,1970-01-01 05:00:44.972,CUST-10152,Uk,Europe,London,Training,Rapidmove,Unisex,44,Online Store,Premium Consumer,Credit Card,Summer Sale,1.0,117.55,0.0,117.55,54.73,62.82,4,No,Completed,34,5,375,40148.9,1529.03
ORD-101262,1970-01-01 05:00:45.027,CUST-10691,Uk,Europe,Manchester,Basketball,Harden,Unisex,44,Retail Store,Premium Consumer,Cash on Delivery,Sports Event,1.0,166.64,5.0,158.31,85.5,72.81,3,No,Completed,42,6,490,1387.82,1241.21
ORD-101263,1970-01-01 05:00:45.743,CUST-10494,Uae,Middle East,Dubai,Basketball,D.O.N. Issue,Unisex,44,Marketplace,Consumer,Digital Wallet,Summer Sale,1.0,168.4,15.0,143.14,97.9,45.24,4,No,Completed,27,1,298,19063.28,3120.28
ORD-101264,1970-01-01 05:00:45.489,CUST-10184,Pakistan,South Asia,Islamabad,Training,Powerlift,Female,42,Online Store,Consumer,Debit Card,No Campaign,1.0,48.37,15.0,41.11,23.84,17.27,5,No,Completed,61,2,352,90974.98,466.76
ORD-101265,1970-01-01 05:00:45.516,CUST-10227,Germany,Europe,Hamburg,Football,Predator,Unisex,44,Wholesale,Premium Consumer,Bank Transfer,Black Friday,1.0,82.94,15.0,70.5,49.53,20.97,3,No,Completed,52,5,353,89925.56,2594.07
ORD-101266,1970-01-01 05:00:45.629,CUST-10593,Usa,North America,Chicago,Training,Dropset,Female,42,Mobile App,Consumer,Digital Wallet,Sports Event,1.0,122.36,5.0,116.24,79.95,36.29,4,No,Completed,31,5,883,45607.8,1998.41
ORD-101267,1970-01-01 05:00:45.725,CUST-10124,Australia,Oceania,Melbourne,Football,X Crazyfast,Female,36,Wholesale,Consumer,Digital Wallet,New Year Sale,2.0,155.7,20.0,249.12,179.52,69.6,4,No,Completed,28,3,480,30759.61,2709.39
ORD-101268,1970-01-01 05:00:46.011,CUST-10606,Germany,Europe,Munich,Running,Adizero,Female,44,Marketplace,Premium Consumer,Digital Wallet,No Campaign,2.0,179.4,5.0,340.86,165.96,174.9,3,Yes,Returned,39,4,978,30623.46,1670.16
ORD-101269,1970-01-01 05:00:45.647,CUST-10014,Uae,Middle East,Dubai,Lifestyle,Gazelle,Female,43,Online Store,Premium Consumer,Bank Transfer,Sports Event,1.0,72.91,15.0,61.97,37.89,24.08,4,No,Completed,28,2,403,89770.88,2894.57
ORD-101270,1970-01-01 05:00:45.196,CUST-10734,Australia,Oceania,Melbourne,Football,F50,Unisex,38,Online Store,Premium Consumer,Debit Card,Summer Sale,1.0,174.24,10.0,156.82,87.21,69.61,4,No,Completed,46,5,393,32810.96,500.91
